path,sha256,bytes,warning
acceptance-matrix.csv,2200bb91c2983e8c98555cfb6bf87473249a40e9c4ef7df8bbd7401825f36fed,3203,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
branch-protection-decision.csv,e6e29a75feea064f87cf90b90434926e8af4988966bb56588d6683c8fc59a114,1605,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
control-invariant-register.csv,e26519b34665a2ace911cfb79a1f328c514bab034e860ba8b2f805b744bca3ae,2265,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
derived-current-envelope.csv,24e9bcd7a7337f5a6da9b7b8a81461d8f6a7753f8959741ce5c7c3c54f7c1b49,1049,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
index.html,2e2652c847986419e32c54a7aa9674f399bef7f56bfd49baf53d5cdaed45fb22,7171,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
measurement-plan.csv,062baf19b88ce3c9afd2ebaf399435d20ec2e20abee7819ca5ad0e7f48d408b5,2940,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
package-status.json,ac4b64768ecf77a376666312665f3b3547abaa3a3b59e6ff31bcbfaada61a139,1793,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
primary-source-register.csv,6e544ed201513342cd29302502975a732ec34bd40d1732a4b36ad077183a2540,2305,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
README.md,3b5f3b16b140e748b61a3ce073b74d74848623e4311aabf680fd99fe3d10ee35,835,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
residual-holds.csv,e03876299baf4f3d8f258a74aac9af233735677292025cf677f03c259ad902e8,3116,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
test-data-template.csv,76c5319a9a935cf6f791ffa17fc1bf7eca53d33f3bfe7bbecaeff7d444c06d0b,2864,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, MOTION, OR ENERGIZATION"
